2024-08-13 19:34:43,916 INFO    StreamThr :5117 [internal.py:wandb_internal():85] W&B internal server running at pid: 5117, started at: 2024-08-13 19:34:43.915231
2024-08-13 19:34:43,918 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status
2024-08-13 19:34:43,920 INFO    WriterThread:5117 [datastore.py:open_for_write():87] open: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/run-8y2udl5r.wandb
2024-08-13 19:34:43,924 DEBUG   SenderThread:5117 [sender.py:send():379] send: header
2024-08-13 19:34:43,939 DEBUG   SenderThread:5117 [sender.py:send():379] send: run
2024-08-13 19:34:44,679 INFO    SenderThread:5117 [dir_watcher.py:__init__():211] watching files in: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files
2024-08-13 19:34:44,679 INFO    SenderThread:5117 [sender.py:_start_run_threads():1188] run started: 8y2udl5r with start time 1723557883.915816
2024-08-13 19:34:44,703 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: check_version
2024-08-13 19:34:44,704 DEBUG   SenderThread:5117 [sender.py:send_request():406] send_request: check_version
2024-08-13 19:34:44,956 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: run_start
2024-08-13 19:34:45,545 DEBUG   HandlerThread:5117 [system_info.py:__init__():26] System info init
2024-08-13 19:34:45,545 DEBUG   HandlerThread:5117 [system_info.py:__init__():41] System info init done
2024-08-13 19:34:45,545 INFO    HandlerThread:5117 [system_monitor.py:start():194] Starting system monitor
2024-08-13 19:34:45,545 INFO    SystemMonitor:5117 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-13 19:34:45,545 INFO    HandlerThread:5117 [system_monitor.py:probe():214] Collecting system info
2024-08-13 19:34:45,546 INFO    SystemMonitor:5117 [interfaces.py:start():188] Started cpu monitoring
2024-08-13 19:34:45,547 INFO    SystemMonitor:5117 [interfaces.py:start():188] Started disk monitoring
2024-08-13 19:34:45,548 INFO    SystemMonitor:5117 [interfaces.py:start():188] Started gpu monitoring
2024-08-13 19:34:45,550 INFO    SystemMonitor:5117 [interfaces.py:start():188] Started memory monitoring
2024-08-13 19:34:45,551 INFO    SystemMonitor:5117 [interfaces.py:start():188] Started network monitoring
2024-08-13 19:34:45,594 DEBUG   HandlerThread:5117 [system_info.py:probe():152] Probing system
2024-08-13 19:34:45,597 DEBUG   HandlerThread:5117 [system_info.py:_probe_git():137] Probing git
2024-08-13 19:34:45,611 DEBUG   HandlerThread:5117 [system_info.py:_probe_git():145] Probing git done
2024-08-13 19:34:45,611 DEBUG   HandlerThread:5117 [system_info.py:probe():200] Probing system done
